,Ano,Genero,qtd,Idade
11125,2039,1,7469669,20 a 24 anos
42,2000,0,1268168,34 anos
11643,2043,1,585640,80 anos
4892,2044,0,1259295,5 anos
11961,2046,1,1151742,69 anos
8713,2017,1,6352579,45 a 49 anos
6981,2001,1,-,80 anos
3154,2028,0,1665865,37 anos
12661,2053,1,6013699,5 a 9 anos
9152,2021,1,1617523,40 anos
8471,2015,1,1728639,28 anos
12410,2050,1,1036387,73 anos
11857,2045,1,3744109,75 a 79 anos
2025,2018,0,1767275,21 anos
12716,2053,1,1476747,50 anos
11560,2043,1,1350044,12 anos
12786,2054,1,1265184,16 anos
11848,2045,1,1225211,67 anos
4180,2037,0,6087478,60 a 64 anos
8179,2012,1,660831,62 anos
8117,2012,1,1627348,10 anos
1057,2009,0,1130592,47 anos
879,2007,0,-,83 anos
5694,2051,0,1413499,26 anos
9624,2025,1,922132,64 anos
12724,2053,1,1555699,57 anos
6296,2056,0,1401035,65 anos
13026,2056,1,1403889,31 anos
13203,2057,1,484723,85 anos
5466,2049,0,1380861,21 anos
10791,2036,1,1481064,19 anos
5961,2053,0,1432153,64 anos
1957,2017,0,984646,57 anos
4191,2037,0,973706,69 anos
5992,2053,0,285856,89 anos
3435,2030,0,192958,85 anos
8326,2014,1,7451690,0 a 4 anos
3638,2032,0,839741,70 anos
2463,2022,0,1555098,16 anos
12073,2047,1,5035044,70 a 74 anos
636,2005,0,416034,66 anos
12220,2049,1,1232251,7 anos
7687,2008,1,1787779,22 anos
2949,2026,0,1343994,51 anos
2738,2024,0,1050259,60 anos
8128,2012,1,8663577,20 a 24 anos
1132,2010,0,1722324,17 anos
10214,2031,1,1355232,0 ano
2704,2024,0,1671627,32 anos
10784,2036,1,1462402,13 anos
2538,2022,0,273348,79 anos
2272,2020,0,1518690,42 anos
1117,2010,0,8094637,5 a 9 anos
6434,2057,0,389733,87 anos
4368,2039,0,1466656,31 anos
7437,2006,1,91830017,Total
1059,2009,0,1060639,49 anos
11313,2040,1,392294,83 anos
6749,2060,0,1193705,73 anos
8065,2011,1,3198692,60 a 64 anos
7390,2005,1,825160,52 anos
1162,2010,0,1286733,42 anos
7189,2003,1,1326645,70 a 74 anos
9536,2024,1,211849,82 anos
5109,2046,0,1211626,1 ano
10847,2036,1,1078449,65 anos
5799,2052,0,1340332,21 anos
4293,2038,0,1303673,61 anos
8123,2012,1,1786655,15 anos
1573,2014,0,8829069,15 a 19 anos
136,2001,0,8349765,20 a 24 anos
7482,2006,1,1318387,36 anos
1048,2009,0,6331510,40 a 44 anos
7289,2004,1,526585,60 anos
6903,2001,1,1842339,16 anos
12947,2055,1,1561146,58 anos
12771,2054,1,1174180,4 anos
1313,2011,0,275905,75 anos
11881,2046,1,1218513,2 anos
3497,2031,0,1651462,45 anos
11242,2040,1,7338836,25 a 29 anos
10069,2029,1,4473440,65 a 69 anos
10815,2036,1,1701739,39 anos
1329,2011,0,55256,88 anos
11427,2041,1,323773,85 anos
3857,2034,0,956430,68 anos
8637,2016,1,341397,74 anos
9044,2020,1,1476901,43 anos
12583,2052,1,1462146,32 anos
8515,2015,1,2773210,65 a 69 anos
10389,2032,1,1428791,54 anos
3514,2031,0,5524298,60 a 64 anos
4371,2039,0,1524629,34 anos
3150,2028,0,1669402,34 anos
1683,2015,0,1689971,14 anos
11990,2047,1,1198154,0 ano
11499,2042,1,1579530,54 anos
9174,2021,1,1017165,59 anos
13021,2056,1,1355734,27 anos
7100,2002,1,-,87 anos
1301,2011,0,534009,65 anos
1540,2013,0,1274110,80 anos ou mais
11081,2038,1,738293,75 anos
11075,2038,1,950849,70 anos
9729,2026,1,1122661,59 anos
2366,2021,0,1681239,28 anos
3521,2031,0,1013436,65 anos
4934,2044,0,1510660,40 anos
12982,2055,1,425290,86 anos
12796,2054,1,6917849,25 a 29 anos
1462,2013,0,8804210,15 a 19 anos
2810,2025,0,1741184,28 anos
3835,2034,0,7773367,50 a 54 anos
688,2006,0,1776978,17 anos
4038,2036,0,1567377,34 anos
4213,2037,0,234727,86 anos
10283,2031,1,1203274,58 anos
5589,2050,0,1473031,31 anos
4030,2036,0,1467366,27 anos
7922,2010,1,1527225,33 anos
4390,2039,0,7980824,50 a 54 anos
6880,2000,1,-,89 anos
3207,2028,0,331566,80 anos
4777,2043,0,1241912,2 anos
4901,2044,0,1349747,13 anos
8621,2016,1,840362,60 anos
2703,2024,0,1670344,31 anos
10915,2037,1,7599240,30 a 34 anos
6261,2056,0,1453332,36 anos
2394,2021,0,1240283,51 anos
7146,2003,1,1314082,34 anos
1140,2010,0,1748406,24 anos
1912,2017,0,8654720,20 a 24 anos
8850,2018,1,656180,66 anos
2961,2026,0,1053936,61 anos
8993,2020,1,1505665,0 ano
12403,2050,1,1346864,67 anos
934,2008,0,1327256,37 anos
11309,2040,1,2197885,80 a 84 anos
10526,2033,1,633417,75 anos
3948,2035,0,1600660,51 anos
11133,2039,1,1455654,26 anos
11999,2047,1,1258650,8 anos
4502,2040,0,1604345,50 anos
4289,2038,0,1439186,58 anos
9281,2022,1,1168574,55 anos
7494,2006,1,1078615,46 anos
6828,2000,1,890891,46 anos
8038,2011,1,1389557,37 anos
1248,2011,0,1739610,21 anos
8147,2012,1,1517790,35 anos
7538,2006,1,-,82 anos
11916,2046,1,1495150,31 anos
13435,2060,1,1103216,2 anos
11579,2043,1,1501978,28 anos
9855,2027,1,671322,71 anos
1937,2017,0,1493198,40 anos
657,2005,0,-,83 anos
1774,2015,0,56392,89 anos
4384,2039,0,8055349,45 a 49 anos
8108,2012,1,1502699,3 anos
12644,2052,1,585224,82 anos
9083,2020,1,370743,75 anos
12990,2056,1,1132583,1 ano
3852,2034,0,1086481,64 anos
1361,2012,0,1739621,23 anos
4922,2044,0,1466718,30 anos
1007,2009,0,1588544,5 anos
7705,2008,1,1327256,37 anos
13424,2059,1,2031094,85 a 89 anos
2659,2023,0,126273,86 anos
10577,2034,1,1472470,25 anos
7051,2002,1,915949,47 anos
3628,2032,0,1115263,62 anos
6292,2056,0,1451521,62 anos
4874,2043,0,482562,82 anos
9705,2026,1,1683444,39 anos
13007,2056,1,1238334,15 anos
3127,2028,0,7392651,15 a 19 anos
13279,2058,1,1494587,57 anos
11868,2045,1,466399,83 anos
7107,2003,1,1640070,1 ano
13317,2058,1,353425,88 anos
2397,2021,0,1178898,54 anos
8397,2014,1,823942,59 anos
6068,2054,0,1485303,60 anos
251,2002,0,1653962,23 anos
700,2006,0,1615046,27 anos
6856,2000,1,1278014,70 a 74 anos
3803,2034,0,1460870,23 anos
637,2005,0,398864,67 anos
7367,2005,1,1339515,33 anos
13447,2060,1,1187616,12 anos
3158,2028,0,1676001,40 anos
7871,2009,1,-,82 anos
10426,2032,1,248723,84 anos
11173,2039,1,6432268,60 a 64 anos
5159,2046,0,1512638,43 anos
5428,2048,0,599345,81 anos
3038,2027,0,1672840,33 anos
11610,2043,1,1575292,54 anos
12703,2053,1,7081359,40 a 44 anos
6284,2056,0,1517377,55 anos
7391,2005,1,790851,53 anos
159,2001,0,1176700,39 anos
11911,2046,1,1481589,27 anos
9971,2028,1,523421,75 anos
189,2001,0,415622,64 anos
3099,2027,0,214974,83 anos
6220,2056,0,1141624,2 anos
9586,2025,1,1666703,32 anos
7840,2009,1,761370,57 anos
2694,2024,0,1692073,24 anos
9279,2022,1,1195882,54 anos
4989,2044,0,363848,85 anos
11551,2043,1,6451252,5 a 9 anos
10486,2033,1,1644024,42 anos
6370,2057,0,7249292,35 a 39 anos
11087,2038,1,2036796,80 a 84 anos
112,2001,0,8834988,0 a 4 anos
10414,2032,1,2594665,75 a 79 anos
12386,2050,1,1616319,53 anos
9512,2024,1,935371,63 anos
1686,2015,0,1759173,16 anos
2189,2019,0,721775,65 anos
4708,2042,0,1515776,37 anos
9271,2022,1,1374347,47 anos
10576,2034,1,7500675,25 a 29 anos
5652,2050,0,525871,83 anos
3415,2030,0,3501868,70 a 74 anos
4330,2039,0,6405936,0 a 4 anos
11665,2044,1,1278931,7 anos
6878,2000,1,-,87 anos
11025,2038,1,1462452,29 anos
12891,2055,1,1216410,11 anos
2205,2019,0,249421,79 anos
453,2004,0,1794925,6 anos
10953,2037,1,1267674,61 anos
5859,2052,0,1198151,71 anos
4555,2041,0,1260276,2 anos
3808,2034,0,1487790,27 anos
12345,2050,1,1343736,19 anos
9691,2026,1,1721932,27 anos
2551,2022,0,72367,89 anos
6926,2001,1,1267222,35 anos
6524,2058,0,1293447,70 anos
10714,2035,1,1636462,47 anos
12618,2052,1,1471116,61 anos
3884,2034,0,515998,90 anos ou mais
8445,2015,1,1500989,6 anos
5170,2046,0,1573866,52 anos
9068,2020,1,829622,63 anos
9276,2022,1,1248741,51 anos
38,2000,0,1322499,30 anos
8525,2015,1,354177,73 anos
10883,2037,1,1313787,3 anos
6153,2055,0,1446440,39 anos
682,2006,0,1733851,12 anos
894,2008,0,1589830,4 anos
8966,2019,1,534499,70 anos
7349,2005,1,1820006,18 anos
6685,2060,0,6289218,20 a 24 anos
41,2000,0,1289818,33 anos
13101,2057,1,1122927,1 ano
1038,2009,0,1568895,31 anos
9125,2021,1,1590104,18 anos
3168,2028,0,1505406,49 anos
1554,2014,0,98744098,Total
6710,2060,0,1443453,40 anos
7645,2007,1,975873,80 anos ou mais
6410,2057,0,1341846,68 anos
13246,2058,1,6940318,30 a 34 anos
5780,2052,0,1195869,5 anos
10482,2033,1,1650623,39 anos
6528,2058,0,1151970,74 anos
12177,2048,1,1425707,64 anos
12186,2048,1,1095108,71 anos
1529,2013,0,409469,70 anos
7355,2005,1,1743301,23 anos
7052,2002,1,879256,48 anos
10451,2033,1,1498006,13 anos
5920,2053,0,7255224,30 a 34 anos
277,2002,0,4585345,45 a 49 anos
4103,2036,0,193456,87 anos
908,2008,0,1720765,15 anos
9130,2021,1,1740142,22 anos
1638,2014,0,461035,69 anos
1496,2013,0,1296708,43 anos
11451,2042,1,1390587,14 anos
9899,2028,1,1479532,15 anos
3768,2033,0,227804,85 anos
8363,2014,1,1718743,30 anos
11541,2042,1,218897,88 anos
1642,2014,0,367651,72 anos
9571,2025,1,7971317,20 a 24 anos
3581,2032,0,1477733,23 anos
6146,2055,0,1439249,33 anos
7265,2004,1,1221547,40 anos
3011,2027,0,1490341,10 anos
4127,2037,0,1474410,15 anos
10273,2031,1,7377487,50 a 54 anos
3856,2034,0,994750,67 anos
272,2002,0,1173164,40 anos
1288,2011,0,4089187,55 a 59 anos
6766,2060,0,459924,86 anos
9179,2021,1,857122,63 anos
9690,2026,1,1685094,26 anos
8263,2013,1,6557089,40 a 44 anos
9156,2021,1,1471680,44 anos
2635,2023,0,742028,67 anos
12994,2056,1,5904776,5 a 9 anos
11945,2046,1,1551165,55 anos
13535,2060,1,2076107,85 a 89 anos
11290,2040,1,5371091,65 a 69 anos
2539,2022,0,1822200,80 anos ou mais
1280,2011,0,1149532,48 anos
3490,2031,0,8290745,40 a 44 anos
11431,2041,1,180511,89 anos
5633,2050,0,1305393,68 anos
7520,2006,1,389288,68 anos
4924,2044,0,1445215,32 anos
2895,2026,0,1500554,6 anos
3066,2027,0,1201063,56 anos
4197,2037,0,765930,74 anos
3225,2029,0,1437255,4 anos
2746,2024,0,768873,67 anos
889,2008,0,7789588,0 a 4 anos
2487,2022,0,1696370,36 anos
11222,2040,1,1337607,8 anos
3113,2028,0,1437720,3 anos
3924,2035,0,1537139,31 anos
10225,2031,1,7500066,10 a 14 anos
12446,2051,1,1239937,10 anos
10775,2036,1,1351933,5 anos
5380,2048,0,1481952,42 anos
11995,2047,1,6249795,5 a 9 anos
2829,2025,0,1595519,44 anos
10348,2032,1,7361652,20 a 24 anos
8480,2015,1,1613511,35 anos
3839,2034,0,1524349,53 anos
10421,2032,1,1583484,80 a 84 anos
12171,2048,1,1515377,59 anos
3277,2029,0,1601873,47 anos
10315,2031,1,236082,84 anos
10405,2032,1,956376,67 anos
10570,2034,1,7341891,20 a 24 anos
1235,2011,0,1692654,10 anos
7371,2005,1,1312597,36 anos
7872,2009,1,-,83 anos
3189,2028,0,913523,66 anos
2042,2018,0,1687604,35 anos
230,2002,0,1794992,5 anos
13045,2056,1,1406693,47 anos
7552,2007,1,1586977,2 anos
8961,2019,1,680363,66 anos
13442,2060,1,1157573,8 anos
3112,2028,0,1423795,2 anos
2683,2024,0,7632793,15 a 19 anos
5714,2051,0,1432214,43 anos
741,2006,0,543285,61 anos
3251,2029,0,1554273,25 anos
1191,2010,0,476122,66 anos
13173,2057,1,1500236,61 anos
284,2002,0,808745,50 anos
6746,2060,0,1287298,70 anos
8892,2019,1,1477652,9 anos
7727,2008,1,806457,55 anos
1459,2013,0,1691282,12 anos
12957,2055,1,1388017,66 anos
1398,2012,0,963056,54 anos
9285,2022,1,1041838,59 anos
11240,2040,1,1471895,23 anos
5841,2052,0,1567761,56 anos
10367,2032,1,1716612,35 anos
6866,2000,1,157557,78 anos
1208,2010,0,677628,80 a 84 anos
1631,2014,0,672163,63 anos
2894,2026,0,1490475,5 anos
2658,2023,0,148290,85 anos
7490,2006,1,1181214,43 anos
11592,2043,1,1514035,39 anos
2854,2025,0,3978090,65 a 69 anos
7674,2008,1,1789751,11 anos
7774,2009,1,1526531,2 anos
9475,2024,1,1671627,32 anos
10582,2034,1,7955838,30 a 34 anos
4073,2036,0,1134434,63 anos
8430,2014,1,103695,85 anos
9122,2021,1,1557323,15 anos
9708,2026,1,1671327,41 anos
10312,2031,1,335763,81 anos
10237,2031,1,7394220,20 a 24 anos
3647,2032,0,472951,78 anos
4045,2036,0,8221147,40 a 44 anos
2879,2025,0,595279,85 a 89 anos
7329,2005,1,1595680,1 ano
303,2002,0,378402,66 anos
154,2001,0,6120501,35 a 39 anos
8916,2019,1,1706290,29 anos
9865,2027,1,2252139,80 anos ou mais
9100,2020,1,66666,89 anos
8487,2015,1,1369311,41 anos
6925,2001,1,6120501,35 a 39 anos
10219,2031,1,7250909,5 a 9 anos
10829,2036,1,1616077,50 anos
8407,2014,1,531868,67 anos
4255,2038,0,7514973,30 a 34 anos
6684,2060,0,1234245,19 anos
4568,2041,0,1390896,13 anos
13315,2058,1,439468,86 anos
13507,2060,1,1502810,62 anos
7150,2003,1,1265316,37 anos
9893,2028,1,1517216,10 anos
3516,2031,0,1130168,61 anos
10060,2029,1,1197636,57 anos
8373,2014,1,1420911,39 anos
10083,2029,1,498939,76 anos
13487,2060,1,1455869,45 anos
10538,2033,1,844827,85 a 89 anos
11326,2041,1,1260276,2 anos
9561,2025,1,1501998,11 anos
1581,2014,0,1707770,21 anos
10520,2033,1,861856,70 anos
6012,2054,0,1247898,14 anos
6671,2060,0,1157573,8 anos
6700,2060,0,1360469,32 anos
10281,2031,1,1295505,56 anos
9358,2023,1,1727164,27 anos
7901,2010,1,1754602,15 anos
7633,2007,1,1515285,70 a 74 anos
4775,2043,0,1227528,0 ano
13346,2059,1,1250987,20 anos
10046,2029,1,1646483,45 anos
6594,2059,0,1420255,36 anos
11875,2045,1,216030,89 anos
10360,2032,1,8306365,30 a 34 anos
6573,2059,0,1243083,19 anos
2000,2018,0,1524054,0 ano
5819,2052,0,1447803,38 anos
3454,2031,0,7500066,10 a 14 anos
13461,2060,1,1274910,24 anos
537,2004,0,206481,76 anos
7272,2004,1,1018438,46 anos
946,2008,0,1101519,47 anos
7798,2009,1,1771531,22 anos
2316,2020,0,255676,79 anos
11210,2039,1,672043,90 anos ou mais
6530,2058,0,1104294,75 anos
7583,2007,1,1611339,28 anos
11830,2045,1,1563633,52 anos
2633,2023,0,829426,65 anos
7029,2002,1,1363479,29 anos
10710,2035,1,1634694,44 anos
5230,2047,0,6501187,10 a 14 anos
8207,2012,1,359247,85 a 89 anos
1202,2010,0,264908,75 anos
4427,2039,0,2117674,80 a 84 anos
1167,2010,0,1185657,46 anos
10142,2030,1,1723568,33 anos
4140,2037,0,1453427,26 anos
10375,2032,1,1652960,42 anos
8753,2017,1,259149,78 anos
1369,2012,0,8131551,30 a 34 anos
10693,2035,1,7820545,30 a 34 anos
9880,2028,1,7120032,0 a 4 anos
10427,2032,1,798785,85 a 89 anos
7808,2009,1,1605485,30 anos
4801,2043,0,1473644,22 anos
2390,2021,0,1296020,48 anos
7652,2007,1,-,85 a 89 anos
9209,2021,1,95925,87 anos
6676,2060,0,1187616,12 anos
3405,2030,0,1122192,61 anos
7279,2004,1,796580,52 anos
4364,2039,0,1448679,28 anos
606,2005,0,1215381,41 anos
6282,2056,0,1469521,54 anos
11769,2045,1,1219052,1 ano
10662,2035,1,1352240,4 anos
10028,2029,1,1711734,30 anos
12203,2048,1,1619219,85 a 89 anos
11174,2039,1,1385171,60 anos
7105,2003,1,8471687,0 a 4 anos
13441,2060,1,1149444,7 anos
2596,2023,0,8451369,35 a 39 anos
3485,2031,0,1698768,35 anos
12886,2055,1,1188605,7 anos
4703,2042,0,1452666,33 anos
9020,2020,1,1759718,23 anos
11792,2045,1,1425723,20 anos
999,2009,0,94621512,Total
124,2001,0,8878551,10 a 14 anos
1091,2009,0,254182,75 anos
2364,2021,0,1715466,26 anos
388,2003,0,4743093,45 a 49 anos
3365,2030,0,1584905,28 anos
8700,2017,1,1691890,34 anos
12748,2053,1,869093,77 anos
4488,2040,0,1612911,39 anos
9425,2023,1,205161,82 anos
11257,2040,1,1533643,37 anos
7402,2005,1,488971,62 anos
12603,2052,1,1483132,49 anos
10356,2032,1,1528332,26 anos
11003,2038,1,1391861,10 anos
1919,2017,0,1696659,25 anos
1231,2011,0,1587088,7 anos
1604,2014,0,1374995,40 anos
13236,2058,1,1269091,21 anos
11010,2038,1,1472854,16 anos
11084,2038,1,590493,78 anos
6883,2001,1,8834988,0 a 4 anos
10265,2031,1,1660742,43 anos
10909,2037,1,7297950,25 a 29 anos
8257,2013,1,7341635,35 a 39 anos
2814,2025,0,1679954,31 anos
7182,2003,1,435657,64 anos
8615,2016,1,1034538,55 anos
2582,2023,0,1695645,23 anos
5971,2053,0,1165980,72 anos
1391,2012,0,1170880,48 anos
7115,2003,1,1756920,8 anos
6206,2055,0,607739,82 anos
97,2000,0,625185,80 anos ou mais
12183,2048,1,1210293,69 anos
10027,2029,1,8563312,30 a 34 anos
1309,2011,0,347558,72 anos
11978,2046,1,525557,82 anos
10786,2036,1,7474592,15 a 19 anos
5998,2054,0,1158861,2 anos
9477,2024,1,1687567,34 anos
3096,2027,0,315481,80 anos
307,2002,0,1301852,70 a 74 anos
4006,2036,0,1378400,7 anos
5024,2045,0,1459834,23 anos
2866,2025,0,1949716,75 a 79 anos
4418,2039,0,839652,73 anos
5984,2053,0,591634,82 anos
7892,2010,1,1628483,8 anos
7556,2007,1,1631343,5 anos
11983,2046,1,340459,86 anos
13462,2060,1,6523112,25 a 29 anos
5425,2048,0,5434532,80 anos ou mais
10221,2031,1,1436584,6 anos
8019,2011,1,1739610,21 anos
3933,2035,0,1683832,39 anos
5149,2046,0,7203808,35 a 39 anos
12725,2053,1,1528460,58 anos
5406,2048,0,1425707,64 anos
2885,2025,0,335033,90 anos ou mais
12776,2054,1,1202345,8 anos
722,2006,0,1114222,45 anos
10900,2037,1,1493389,17 anos
5725,2051,0,1606103,52 anos
12674,2053,1,1266278,15 anos
3407,2030,0,1064924,63 anos
1828,2016,0,1363802,42 anos
13095,2056,1,344645,88 anos
6204,2055,0,734834,80 anos
2055,2018,0,1292658,46 anos
2332,2021,0,7523299,0 a 4 anos
2080,2018,0,618261,67 anos
5470,2049,0,7250628,25 a 29 anos
12896,2055,1,1247248,15 anos
13411,2059,1,5001664,75 a 79 anos
2709,2024,0,1693305,36 anos
5591,2050,0,1449995,33 anos
304,2002,0,354493,67 anos
1237,2011,0,1765404,12 anos
8785,2018,1,1559736,12 anos
5172,2046,0,1550247,54 anos
587,2005,0,1654543,25 anos
8955,2019,1,883507,61 anos
10971,2037,1,666360,76 anos
4721,2042,0,1604310,48 anos
10810,2036,1,8375224,35 a 39 anos
6960,2001,1,415622,64 anos
11433,2042,1,113251454,Total
12099,2048,1,113450253,Total
5549,2049,0,1099797,90 anos ou mais
7234,2004,1,9074391,15 a 19 anos
1622,2014,0,980816,55 anos
1848,2016,0,881112,59 anos
7842,2009,1,693321,59 anos
10169,2030,1,1307499,55 anos
5034,2045,0,1464432,31 anos
3300,2029,0,936874,66 anos
1741,2015,0,733069,62 anos
3428,2030,0,1446541,80 a 84 anos
9074,2020,1,627118,68 anos
12972,2055,1,799091,79 anos
2820,2025,0,1687247,36 anos
3561,2032,0,1422119,6 anos
11860,2045,1,749822,77 anos
2403,2021,0,1017165,59 anos
7863,2009,1,230468,76 anos
12915,2055,1,1417493,31 anos
715,2006,0,6035525,40 a 44 anos
3558,2032,0,1393597,4 anos
7754,2008,1,188448,78 anos
5797,2052,0,6758931,20 a 24 anos
13157,2057,1,1401938,48 anos
5727,2051,0,1607949,54 anos
6324,2056,0,344645,88 anos
2442,2022,0,104990487,Total
12812,2054,1,1448873,38 anos
3358,2030,0,1490217,22 anos
12244,2049,1,1451426,27 anos
3702,2033,0,1576004,31 anos
9059,2020,1,1127502,55 anos
13142,2057,1,1435084,35 anos
5548,2049,0,252435,89 anos
11612,2043,1,1568758,55 anos
3162,2028,0,1652696,44 anos
5283,2047,0,1546977,54 anos
11185,2039,1,4406952,70 a 74 anos
5662,2051,0,5911502,0 a 4 anos
465,2004,0,1799006,16 anos
5020,2045,0,7241380,20 a 24 anos
1056,2009,0,1163086,46 anos
11162,2039,1,1610837,50 anos
10172,2030,1,1186544,58 anos
3851,2034,0,1109841,63 anos
1033,2009,0,1704119,27 anos
5246,2047,0,1433387,23 anos
6514,2058,0,1483224,62 anos
9037,2020,1,1678439,37 anos
10747,2035,1,2901547,75 a 79 anos
1656,2014,0,130566,83 anos
732,2006,0,785344,54 anos
6968,2001,1,286481,70 anos
976,2008,0,313147,72 anos
1469,2013,0,1712267,20 anos
4816,2043,0,7446144,35 a 39 anos
5717,2051,0,1470447,45 anos
5432,2048,0,1619219,85 a 89 anos
6823,2000,1,1042412,42 anos
11787,2045,1,1374233,16 anos
6556,2059,0,5787041,5 a 9 anos
11274,2040,1,1601740,51 anos
3841,2034,0,6783080,55 a 59 anos
1939,2017,0,1404569,42 anos
9119,2021,1,1508174,13 anos
8116,2012,1,8596730,10 a 14 anos
718,2006,0,1209424,42 anos
10393,2032,1,1283764,57 anos
8477,2015,1,1676695,33 anos
7229,2004,1,1734311,10 anos
4351,2039,0,1471329,17 anos
4898,2044,0,1311933,10 anos
1853,2016,0,721191,63 anos
12973,2055,1,6395892,80 anos ou mais
13501,2060,1,1416562,57 anos
11698,2044,1,7368454,35 a 39 anos
12558,2052,1,1239693,11 anos
13179,2057,1,1377548,66 anos
6142,2055,0,7139664,30 a 34 anos
1495,2013,0,1309790,42 anos
521,2004,0,454277,63 anos
4139,2037,0,1461494,25 anos
205,2001,0,191121,77 anos
9989,2028,1,392729,90 anos ou mais
6507,2058,0,1449290,56 anos
10666,2035,1,1392706,7 anos
10016,2029,1,1486035,20 anos
3305,2029,0,768157,70 anos
5146,2046,0,1462179,32 anos
11461,2042,1,1483669,22 anos
11091,2038,1,361473,83 anos
6086,2054,0,1024776,75 anos
4170,2037,0,1606659,51 anos
4294,2038,0,1251757,62 anos
7217,2004,1,1602643,0 ano
2278,2020,0,1302577,47 anos
6041,2054,0,1448873,38 anos
6709,2060,0,7199896,40 a 44 anos
4229,2038,0,1364584,8 anos
7486,2006,1,6035525,40 a 44 anos
7455,2006,1,1722561,14 anos
11366,2041,1,1504149,35 anos
7735,2008,1,561429,62 anos
12454,2051,1,1307755,17 anos
499,2004,0,4901064,45 a 49 anos
10866,2036,1,462312,80 anos
6328,2057,0,5660575,0 a 4 anos
8634,2016,1,430951,71 anos
11145,2039,1,1536741,36 anos
10294,2031,1,938593,67 anos
6386,2057,0,1401938,48 anos
8658,2017,1,101163599,Total
4101,2036,0,260526,85 anos
3476,2031,0,1559899,28 anos
10677,2035,1,1504326,16 anos
5839,2052,0,7706356,55 a 59 anos
13289,2058,1,1389163,65 anos
10528,2033,1,536208,77 anos
2777,2025,0,1440908,0 ano
1270,2011,0,6465519,40 a 44 anos
10095,2029,1,182473,85 anos
10708,2035,1,1627166,42 anos
11877,2046,1,113493052,Total
9782,2027,1,1490341,10 anos
4810,2043,0,7215936,30 a 34 anos
12948,2055,1,1532055,59 anos
11597,2043,1,1625579,43 anos
2003,2018,0,1536188,3 anos
7186,2003,1,368590,67 anos
457,2004,0,8663053,10 a 14 anos
3384,2030,0,1657506,44 anos
13163,2057,1,1442058,53 anos
13009,2056,1,1254421,17 anos
3945,2035,0,1624134,49 anos
5289,2047,0,1519022,59 anos
7928,2010,1,1337634,38 anos
12601,2052,1,1476993,47 anos
7496,2006,1,1006343,48 anos
1640,2014,0,426873,70 anos
6255,2056,0,1403889,31 anos
1805,2016,0,1699196,23 anos
3468,2031,0,1461686,21 anos
11101,2039,1,6405936,0 a 4 anos
1069,2009,0,761370,57 anos
10493,2033,1,1628524,48 anos
9115,2021,1,7484190,10 a 14 anos
8758,2017,1,187761,81 anos
2408,2021,0,857122,63 anos
12730,2053,1,1454154,62 anos
712,2006,0,1311959,37 anos
7096,2002,1,-,84 anos
1659,2014,0,103695,85 anos
830,2007,0,1203668,43 anos
2568,2023,0,1486012,11 anos
8853,2018,1,550137,69 anos
2147,2019,0,1710811,30 anos
5840,2052,0,1597590,55 anos
12192,2048,1,815257,76 anos
11561,2043,1,1363133,13 anos
9,2000,0,1738366,6 anos
6986,2001,1,-,85 a 89 anos
4952,2044,0,1564634,55 anos
6483,2058,0,1432724,36 anos
12876,2055,1,112456873,Total
5082,2045,0,999711,71 anos
10805,2036,1,1517479,30 anos
12611,2052,1,1597590,55 anos
6398,2057,0,1543806,58 anos
9026,2020,1,1686221,28 anos
11139,2039,1,1466656,31 anos
10255,2031,1,8325674,35 a 39 anos
2409,2021,0,817240,64 anos
10739,2035,1,976060,68 anos
9390,2023,1,1206648,54 anos
1094,2009,0,192869,78 anos
13176,2057,1,1408883,64 anos
8557,2016,1,1500549,7 anos
13180,2057,1,1360401,67 anos
4375,2039,0,1557928,37 anos
11495,2042,1,1584353,50 anos
2791,2025,0,1481505,12 anos
3565,2032,0,7486634,10 a 14 anos
11626,2043,1,1159736,67 anos
3366,2030,0,1644727,29 anos
6505,2058,0,7423293,55 a 59 anos
701,2006,0,1575484,28 anos
1324,2011,0,109850,84 anos
7959,2010,1,545961,64 anos
