,Ano,Genero,qtd,Idade
13309,2058,1,732366,81 anos
13484,2060,1,1423654,43 anos
5318,2047,0,536989,82 anos
13274,2058,1,1438693,53 anos
279,2002,0,953773,46 anos
3024,2027,0,1542974,21 anos
7875,2009,1,-,85 anos
7965,2010,1,400510,69 anos
10608,2034,1,1590184,51 anos
8025,2011,1,1738621,26 anos
5824,2052,0,1407417,42 anos
953,2008,0,879545,53 anos
4057,2036,0,7925036,50 a 54 anos
11755,2044,1,547902,81 anos
8941,2019,1,5965268,50 a 54 anos
8024,2011,1,1743523,25 anos
9973,2028,1,438705,77 anos
12314,2049,1,1669886,85 a 89 anos
7561,2007,1,8770754,10 a 14 anos
11720,2044,1,1570053,53 anos
5114,2046,0,1240972,5 anos
3949,2035,0,1580714,52 anos
402,2003,0,637464,56 anos
2987,2026,0,231506,82 anos
11695,2044,1,1445215,32 anos
8654,2016,1,80627,87 anos
5834,2052,0,1499754,50 anos
4908,2044,0,1427474,19 anos
5792,2052,0,1276537,15 anos
9384,2023,1,1320758,49 anos
5746,2051,0,5599462,70 a 74 anos
3409,2030,0,4584216,65 a 69 anos
1204,2010,0,218060,77 anos
1484,2013,0,1622788,33 anos
4781,2043,0,1269079,5 anos
11037,2038,1,1680771,39 anos
846,2007,0,742375,56 anos
3943,2035,0,1636462,47 anos
1985,2017,0,841980,80 a 84 anos
3089,2027,0,503165,75 anos
8500,2015,1,1115136,52 anos
1713,2015,0,1459721,39 anos
6995,2002,1,1648841,0 ano
8110,2012,1,7856445,5 a 9 anos
6694,2060,0,1303965,27 anos
9726,2026,1,1192211,56 anos
7983,2010,1,120199,83 anos
1492,2013,0,6557089,40 a 44 anos
2698,2024,0,1744806,27 anos
116,2001,0,1801361,3 anos
6365,2057,0,1378140,30 anos
7009,2002,1,1751161,12 anos
7343,2005,1,1722777,13 anos
2525,2022,0,675396,68 anos
5718,2051,0,1482181,46 anos
11617,2043,1,7015825,60 a 64 anos
12366,2050,1,1452840,36 anos
1326,2011,0,94681,85 anos
4148,2037,0,1531634,33 anos
7582,2007,1,1646819,27 anos
4578,2041,0,1485977,21 anos
8214,2013,1,97931331,Total
11934,2046,1,1610486,46 anos
7942,2010,1,4900002,50 a 54 anos
4710,2042,0,1527591,39 anos
11351,2041,1,1498722,23 anos
13062,2056,1,1485168,61 anos
723,2006,0,1078615,46 anos
10792,2036,1,7421254,20 a 24 anos
4421,2039,0,755593,75 anos
13415,2059,1,941967,78 anos
5978,2053,0,808068,78 anos
8167,2012,1,1035297,52 anos
10921,2037,1,8223858,35 a 39 anos
8366,2014,1,1649974,33 anos
10357,2032,1,1543717,27 anos
11007,2038,1,1448259,14 anos
10018,2029,1,1501574,22 anos
7977,2010,1,182705,79 anos
7144,2003,1,1329754,32 anos
9340,2023,1,1480392,12 anos
3853,2034,0,4963105,65 a 69 anos
2531,2022,0,482512,73 anos
1126,2010,0,1790713,12 anos
11858,2045,1,835234,75 anos
3765,2033,0,291484,83 anos
2319,2020,0,233524,80 anos
9854,2027,1,718606,70 anos
9700,2026,1,8404634,35 a 39 anos
1253,2011,0,1743523,25 anos
1781,2016,0,1485242,3 anos
13210,2058,1,5613249,0 a 4 anos
11229,2040,1,1419610,14 anos
3059,2027,0,1429540,50 anos
6174,2055,0,1567462,56 anos
8906,2019,1,1747624,20 anos
447,2004,0,1612493,1 ano
2696,2024,0,1729075,25 anos
10114,2030,1,7513141,10 a 14 anos
1577,2014,0,1760088,18 anos
13420,2059,1,753024,81 anos
9167,2021,1,1204535,53 anos
5245,2047,0,1421527,22 anos
1322,2011,0,137418,82 anos
4145,2037,0,1480046,30 anos
6379,2057,0,1466334,42 anos
6337,2057,0,1173626,7 anos
7203,2003,1,-,80 anos
5427,2048,0,651820,80 anos
5368,2048,0,1462953,32 anos
2857,2025,0,795153,67 anos
5988,2053,0,463017,85 anos
5675,2051,0,1239937,10 anos
9488,2024,1,1600846,43 anos
12981,2055,1,474322,85 anos
6457,2058,0,6184244,15 a 19 anos
4548,2040,0,199914,88 anos
11265,2040,1,1661605,44 anos
9350,2023,1,1585007,20 anos
10621,2034,1,1132588,62 anos
7960,2010,1,2253998,65 a 69 anos
1722,2015,0,1271023,46 anos
6226,2056,0,1181371,7 anos
5375,2048,0,1419581,38 anos
5004,2045,0,1259079,6 anos
5704,2051,0,7245877,35 a 39 anos
13341,2059,1,1221511,16 anos
713,2006,0,1301976,38 anos
5769,2051,0,307391,88 anos
1203,2010,0,240351,76 anos
2846,2025,0,1133701,58 anos
5617,2050,0,7619074,55 a 59 anos
7431,2005,1,-,85 anos
3056,2027,0,1512222,48 anos
6932,2001,1,1144129,40 anos
12615,2052,1,1489463,59 anos
324,2002,0,-,83 anos
8303,2013,1,338179,73 anos
9035,2020,1,1699632,35 anos
5252,2047,0,1479449,28 anos
8204,2012,1,139171,82 anos
2477,2022,0,1690866,28 anos
8904,2019,1,1709672,19 anos
2095,2018,0,1557537,80 anos ou mais
13381,2059,1,7032873,50 a 54 anos
5519,2049,0,1405054,65 anos
4574,2041,0,1456636,18 anos
2138,2019,0,1741877,23 anos
9632,2025,1,667947,70 anos
11157,2039,1,1606466,46 anos
2564,2023,0,1534082,8 anos
193,2001,0,342132,67 anos
10512,2033,1,1078438,64 anos
9830,2027,1,1429540,50 anos
107,2000,0,-,87 anos
8198,2012,1,213111,78 anos
12443,2051,1,1224472,8 anos
7160,2003,1,1024842,45 anos
6478,2058,0,1388204,32 anos
5112,2046,0,1232902,4 anos
6558,2059,0,1149612,6 anos
13306,2058,1,6877272,80 anos ou mais
3393,2030,0,1487665,51 anos
3308,2029,0,630686,73 anos
6428,2057,0,646006,82 anos
5374,2048,0,1427109,37 anos
6247,2056,0,6780967,25 a 29 anos
13253,2058,1,1422567,35 anos
12862,2054,1,6253114,80 anos ou mais
1450,2013,0,7764679,5 a 9 anos
1261,2011,0,1599819,32 anos
11011,2038,1,1483154,17 anos
11437,2042,1,1250901,2 anos
4704,2042,0,1459271,34 anos
10663,2035,1,6965042,5 a 9 anos
3037,2027,0,1693794,32 anos
6588,2059,0,1362291,31 anos
4098,2036,0,331947,83 anos
12846,2054,1,1390830,66 anos
6846,2000,1,457938,61 anos
3317,2029,0,1378193,80 a 84 anos
12844,2054,1,6827971,65 a 69 anos
1751,2015,0,447066,70 anos
4711,2042,0,8128189,40 a 44 anos
1485,2013,0,1590561,34 anos
8152,2012,1,6511227,40 a 44 anos
11519,2042,1,986502,70 anos
2107,2018,0,63080,89 anos
10144,2030,1,8300209,35 a 39 anos
10802,2036,1,1474231,28 anos
7544,2006,1,-,87 anos
1352,2012,0,1786655,15 anos
8191,2012,1,351473,72 anos
10006,2029,1,1489514,12 anos
12517,2051,1,5599462,70 a 74 anos
2768,2024,0,572074,85 a 89 anos
3313,2029,0,456994,77 anos
6341,2057,0,1194935,10 anos
7935,2010,1,1237767,44 anos
9527,2024,1,447812,75 anos
12247,2049,1,7357492,30 a 34 anos
11854,2045,1,946924,72 anos
13526,2060,1,960769,78 anos
3704,2033,0,1662300,33 anos
2623,2023,0,1123766,57 anos
10290,2031,1,1050785,64 anos
4261,2038,0,8046719,35 a 39 anos
11036,2038,1,1645509,38 anos
12438,2051,1,1196093,4 anos
5310,2047,0,807903,76 anos
5126,2046,0,1348680,15 anos
7453,2006,1,1733851,12 anos
11596,2043,1,1600916,42 anos
3890,2035,0,1339030,3 anos
1716,2015,0,1369311,41 anos
4984,2044,0,547902,81 anos
1976,2017,0,382324,73 anos
4962,2044,0,1344712,64 anos
8767,2017,1,61290,89 anos
11443,2042,1,1301146,7 anos
2123,2019,0,1499358,10 anos
9661,2026,1,1452671,2 anos
6967,2001,1,1286752,70 a 74 anos
386,2003,0,1096793,43 anos
7033,2002,1,1320794,32 anos
8554,2016,1,7495049,5 a 9 anos
5796,2052,0,1317516,19 anos
10339,2032,1,1498390,12 anos
893,2008,0,1585239,3 anos
6291,2056,0,1485168,61 anos
6605,2059,0,1425624,45 anos
10863,2036,1,508892,79 anos
5221,2047,0,1211099,2 anos
12646,2052,1,502131,84 anos
6446,2058,0,1149785,5 anos
13336,2059,1,1194499,12 anos
12619,2052,1,1460786,62 anos
3420,2030,0,611587,74 anos
6425,2057,0,3257946,80 a 84 anos
11122,2039,1,1471329,17 anos
5197,2046,0,3796312,75 a 79 anos
11320,2040,1,172269,89 anos
8451,2015,1,1584901,11 anos
6635,2059,0,1291143,70 anos
7637,2007,1,277255,73 anos
4240,2038,0,1483154,17 anos
863,2007,0,355979,70 anos
9190,2021,1,499030,72 anos
8575,2016,1,1712721,22 anos
1866,2016,0,341397,74 anos
6951,2001,1,579491,56 anos
7421,2005,1,182808,78 anos
2877,2025,0,196436,83 anos
7191,2003,1,281005,71 anos
10009,2029,1,7396587,15 a 19 anos
10628,2034,1,956430,68 anos
2124,2019,0,1509163,11 anos
9041,2020,1,1589932,40 anos
4560,2041,0,1301376,6 anos
12245,2049,1,1460784,28 anos
6196,2055,0,4606394,75 a 79 anos
6993,2002,1,87758210,Total
5689,2051,0,1364927,22 anos
997,2008,0,-,89 anos
2558,2023,0,1501867,3 anos
1898,2017,0,1500151,8 anos
9132,2021,1,1755981,24 anos
3832,2034,0,1638503,47 anos
9598,2025,1,1653276,42 anos
342,2003,0,1793865,6 anos
5074,2045,0,6117373,65 a 69 anos
8717,2017,1,1256950,48 anos
5001,2045,0,1241216,4 anos
2414,2021,0,650675,68 anos
6668,2060,0,1131408,5 anos
1333,2012,0,7477567,0 a 4 anos
12731,2053,1,1443960,63 anos
7958,2010,1,582021,63 anos
7647,2007,1,-,80 anos
10965,2037,1,889735,71 anos
8219,2013,1,1480374,3 anos
7320,2004,1,-,85 anos
8951,2019,1,1000621,58 anos
9797,2027,1,1560340,23 anos
8649,2016,1,139516,83 anos
3891,2035,0,1352240,4 anos
1867,2016,0,1368574,75 a 79 anos
3887,2035,0,1304551,0 ano
10517,2033,1,938115,68 anos
6612,2059,0,1392421,51 anos
11026,2038,1,7514973,30 a 34 anos
10651,2034,1,204842,86 anos
1115,2010,0,1525255,3 anos
3425,2030,0,435820,78 anos
6500,2058,0,1399375,50 anos
1186,2010,0,617610,62 anos
10972,2037,1,617513,77 anos
10350,2032,1,1466058,21 anos
10672,2035,1,1462758,12 anos
5259,2047,0,1437654,34 anos
5405,2048,0,1446955,63 anos
13322,2059,1,1094335,0 ano
1940,2017,0,1358538,43 anos
1008,2009,0,1603625,6 anos
13300,2058,1,4920042,75 a 79 anos
9883,2028,1,1423795,2 anos
3716,2033,0,1648163,43 anos
5682,2051,0,1297488,16 anos
12545,2052,1,1160184,0 ano
161,2001,0,1144129,40 anos
181,2001,0,546623,57 anos
4147,2037,0,1529941,32 anos
11408,2041,1,978404,70 anos
11460,2042,1,1475901,21 anos
7752,2008,1,222561,76 anos
560,2005,0,1635081,3 anos
7710,2008,1,1275958,41 anos
5328,2048,0,113450253,Total
11900,2046,1,1385773,18 anos
12193,2048,1,773990,77 anos
12041,2047,1,1499380,43 anos
174,2001,0,747983,51 anos
6303,2056,0,1252963,71 anos
7236,2004,1,1799006,16 anos
13004,2056,1,1223362,13 anos
7468,2006,1,8056864,25 a 29 anos
4121,2037,0,1406454,10 anos
6516,2058,0,1418773,64 anos
13467,2060,1,1326276,29 anos
7298,2004,1,359368,68 anos
3951,2035,0,1515271,54 anos
11203,2039,1,337777,84 anos
5267,2047,0,1452865,40 anos
4758,2042,0,618685,79 anos
12587,2052,1,1445602,35 anos
6602,2059,0,1434057,43 anos
7141,2003,1,6665994,30 a 34 anos
5897,2053,0,1224062,10 anos
2951,2026,0,1255685,53 anos
12706,2053,1,1412480,42 anos
3969,2035,0,938481,69 anos
8816,2018,1,1599294,38 anos
7651,2007,1,-,84 anos
7498,2006,1,4281926,50 a 54 anos
753,2006,0,312606,71 anos
5658,2050,0,298318,88 anos
3292,2029,0,5383487,60 a 64 anos
9809,2027,1,1672840,33 anos
13483,2060,1,1453131,42 anos
7057,2002,1,742253,52 anos
1768,2015,0,119968,84 anos
11272,2040,1,7972437,50 a 54 anos
11841,2045,1,1477609,61 anos
9387,2023,1,1256234,51 anos
9077,2020,1,553665,70 anos
3939,2035,0,1634694,44 anos
8866,2018,1,1557537,80 anos ou mais
2201,2019,0,352987,75 anos
7360,2005,1,1579158,27 anos
9728,2026,1,1150674,58 anos
2405,2021,0,977405,60 anos
2481,2022,0,1689029,31 anos
11099,2038,1,636664,90 anos ou mais
4367,2039,0,1459994,30 anos
12868,2054,1,514223,84 anos
8776,2018,1,7432381,5 a 9 anos
10879,2037,1,6516373,0 a 4 anos
6850,2000,1,1665914,65 a 69 anos
5110,2046,0,1218513,2 anos
11567,2043,1,1428857,18 anos
12892,2055,1,1223594,12 anos
5962,2053,0,6820803,65 a 69 anos
7188,2003,1,324813,69 anos
2440,2021,0,69309,89 anos
2588,2023,0,1708225,28 anos
8256,2013,1,1590561,34 anos
1998,2018,0,101971173,Total
11500,2042,1,7688505,55 a 59 anos
6435,2057,0,349528,88 anos
2128,2019,0,8185062,15 a 19 anos
9445,2024,1,1491431,7 anos
7433,2005,1,-,87 anos
22,2000,0,1831454,17 anos
11177,2039,1,1236161,63 anos
8793,2018,1,1750836,19 anos
12005,2047,1,1311104,13 anos
5625,2050,0,1483034,61 anos
3264,2029,0,1652026,36 anos
2665,2024,0,7395678,0 a 4 anos
9157,2021,1,6711034,45 a 49 anos
1000,2009,0,7699802,0 a 4 anos
2126,2019,0,1559213,13 anos
9232,2022,1,7807878,15 a 19 anos
1811,2016,0,1724679,28 anos
13350,2059,1,1285873,24 anos
12138,2048,1,1454272,31 anos
7273,2004,1,980447,47 anos
8514,2015,1,661068,64 anos
7904,2010,1,1725238,18 anos
10165,2030,1,1446764,52 anos
5891,2053,0,1188975,5 anos
10713,2035,1,1638087,46 anos
9805,2027,1,8473141,30 a 34 anos
613,2005,0,1012275,47 anos
6100,2054,0,419491,86 anos
1135,2010,0,8746116,20 a 24 anos
744,2006,0,459300,64 anos
2687,2024,0,1550782,18 anos
8612,2016,1,1106112,53 anos
4647,2041,0,601657,79 anos
13144,2057,1,1450931,37 anos
43,2000,0,6004755,35 a 39 anos
8876,2018,1,84703,87 anos
9970,2028,1,2210961,75 a 79 anos
11654,2043,1,826114,90 anos ou mais
3524,2031,0,900627,68 anos
10529,2033,1,492345,78 anos
11657,2044,1,1220040,0 ano
8799,2018,1,1705029,24 anos
7835,2009,1,910705,53 anos
9047,2020,1,1388231,45 anos
5336,2048,0,1225073,5 anos
1664,2014,0,188114,90 anos ou mais
9172,2021,1,1085335,57 anos
3107,2027,0,372193,90 anos ou mais
8073,2011,1,497605,66 anos
2309,2020,0,442634,73 anos
6773,2000,1,1751682,0 ano
4082,2036,0,916170,70 anos
2143,2019,0,1689680,27 anos
8340,2014,1,1600452,11 anos
5602,2050,0,1435634,42 anos
6213,2055,0,338001,88 anos
10440,2033,1,1379274,4 anos
12500,2051,1,1579983,55 anos
5397,2048,0,1527801,56 anos
5163,2046,0,1610486,46 anos
9628,2025,1,795153,67 anos
2822,2025,0,1687648,38 anos
5045,2045,0,1506612,40 anos
3176,2028,0,1237372,55 anos
2279,2020,0,1279365,48 anos
11032,2038,1,8046719,35 a 39 anos
2209,2019,0,206565,81 anos
2510,2022,0,1168574,55 anos
12933,2055,1,1411503,46 anos
4889,2044,0,1241522,3 anos
12285,2049,1,1486434,61 anos
445,2004,0,8285434,0 a 4 anos
11816,2045,1,1506612,40 anos
2252,2020,0,1719057,25 anos
6978,2001,1,147912,79 anos
3199,2028,0,2210961,75 a 79 anos
10740,2035,1,938481,69 anos
3157,2028,0,8330545,40 a 44 anos
3293,2029,0,1137493,60 anos
12833,2054,1,1579518,55 anos
9264,2022,1,1611866,41 anos
467,2004,0,1836435,18 anos
10598,2034,1,1639316,43 anos
404,2003,0,565740,58 anos
9867,2027,1,315481,80 anos
2740,2024,0,975612,62 anos
2411,2021,0,774896,65 anos
10408,2032,1,3734717,70 a 74 anos
11113,2039,1,7028875,10 a 14 anos
12616,2052,1,7293901,60 a 64 anos
13347,2059,1,1258981,21 anos
11316,2040,1,310465,85 anos
1995,2017,0,71264,88 anos
7814,2009,1,1394943,35 anos
3829,2034,0,8179060,45 a 49 anos
2908,2026,0,1492202,17 anos
5132,2046,0,1411493,20 anos
11692,2044,1,7223197,30 a 34 anos
11856,2045,1,873884,74 anos
1225,2011,0,1503620,2 anos
12895,2055,1,6323041,15 a 19 anos
12019,2047,1,7357978,25 a 29 anos
10832,2036,1,1571410,53 anos
10926,2037,1,1703569,39 anos
12874,2054,1,292462,89 anos
13068,2056,1,1383579,66 anos
11980,2046,1,436664,84 anos
7042,2002,1,5511903,40 a 44 anos
506,2004,0,867806,50 anos
1013,2009,0,1766323,10 anos
10497,2033,1,1570071,51 anos
11668,2044,1,6684877,10 a 14 anos
9067,2020,1,870114,62 anos
1010,2009,0,1694247,8 anos
12141,2048,1,1457773,34 anos
8007,2011,1,1724235,11 anos
326,2002,0,-,85 a 89 anos
5805,2052,0,1399531,26 anos
6298,2056,0,1364692,67 anos
4281,2038,0,1607970,51 anos
8372,2014,1,1464374,38 anos
7400,2005,1,551799,60 anos
7101,2002,1,-,88 anos
6158,2055,0,1415421,43 anos
6423,2057,0,846295,79 anos
12720,2053,1,1589653,54 anos
8280,2013,1,990929,54 anos
6980,2001,1,-,80 a 84 anos
714,2006,0,1285186,39 anos
12349,2050,1,1378906,22 anos
13431,2060,1,110958642,Total
4349,2039,0,1447343,15 anos
10409,2032,1,839741,70 anos
10603,2034,1,1638503,47 anos
8400,2014,1,745357,61 anos
9212,2021,1,277513,90 anos ou mais
5595,2050,0,1452840,36 anos
3549,2031,0,124897,88 anos
12794,2054,1,1336675,23 anos
9719,2026,1,1391460,50 anos
2421,2021,0,427785,74 anos
6574,2059,0,6339825,20 a 24 anos
3187,2028,0,4355732,65 a 69 anos
8446,2015,1,1510948,7 anos
1211,2010,0,135007,82 anos
9469,2024,1,1744806,27 anos
518,2004,0,526585,60 anos
11262,2040,1,1672338,41 anos
8491,2015,1,6241647,45 a 49 anos
10449,2033,1,1476468,11 anos
12643,2052,1,631284,81 anos
11367,2041,1,1518759,36 anos
4727,2042,0,1583974,53 anos
12351,2050,1,1403401,24 anos
6310,2056,0,942313,77 anos
6966,2001,1,304292,69 anos
5869,2052,0,5994731,80 anos ou mais
470,2004,0,1832451,20 anos
8698,2017,1,1711496,32 anos
1174,2010,0,980577,52 anos
4557,2041,0,1279655,4 anos
1111,2010,0,7594516,0 a 4 anos
7663,2008,1,1566733,2 anos
8087,2011,1,205231,78 anos
11564,2043,1,1389757,15 anos
5482,2049,0,7162834,35 a 39 anos
9486,2024,1,1658794,41 anos
4662,2042,0,113251454,Total
141,2001,0,1557885,24 anos
6787,2000,1,1798804,12 anos
992,2008,0,-,85 a 89 anos
2910,2026,0,1509981,19 anos
11085,2038,1,546771,79 anos
10234,2031,1,1496017,17 anos
6020,2054,0,1304005,20 anos
728,2006,0,930135,50 anos
8047,2011,1,5880219,45 a 49 anos
1343,2012,0,1586574,8 anos
9949,2028,1,1189651,57 anos
8316,2013,1,127558,83 anos
7525,2006,1,288689,72 anos
10844,2036,1,1134434,63 anos
13077,2056,1,1126110,74 anos
3840,2034,0,1487972,54 anos
8242,2013,1,1723814,22 anos
2243,2020,0,1615971,18 anos
9295,2022,1,715876,67 anos
11533,2042,1,515877,81 anos
4916,2044,0,1485974,25 anos
9799,2027,1,8387530,25 a 29 anos
11586,2043,1,1450298,34 anos
9778,2027,1,1500211,7 anos
1406,2012,0,732605,60 anos
5580,2050,0,1403401,24 anos
3827,2034,0,1639316,43 anos
6037,2054,0,7299496,35 a 39 anos
1085,2009,0,375872,70 anos
11287,2040,1,1321229,62 anos
2424,2021,0,351814,76 anos
9071,2020,1,748047,65 anos
294,2002,0,511826,59 anos
1821,2016,0,1608510,36 anos
11019,2038,1,1480494,24 anos
1281,2011,0,1117461,49 anos
3972,2035,0,855469,71 anos
12865,2054,1,648274,81 anos
8435,2014,1,188114,90 anos ou mais
9058,2020,1,5306101,55 a 59 anos
9579,2025,1,1725461,26 anos
13029,2056,1,1437258,34 anos
4493,2040,0,1683941,43 anos
13401,2059,1,1366003,66 anos
9106,2021,1,1512039,2 anos
12498,2051,1,1607949,54 anos
168,2001,0,921941,46 anos
11532,2042,1,569399,80 anos
9722,2026,1,1255685,53 anos
5645,2050,0,748607,78 anos
10230,2031,1,1488711,14 anos
9322,2022,1,72367,89 anos
7312,2004,1,826493,80 anos ou mais
4650,2041,0,551688,80 anos
3509,2031,0,1345162,55 anos
3963,2035,0,1095618,64 anos
4232,2038,0,1391861,10 anos
13057,2056,1,1555558,57 anos
9587,2025,1,1667990,33 anos
363,2003,0,1634450,24 anos
12166,2048,1,7628530,55 a 59 anos
11178,2039,1,1185720,64 anos
2297,2020,0,829622,63 anos
1764,2015,0,194871,80 anos
8172,2012,1,883578,56 anos
11086,2038,1,3754724,80 anos ou mais
5949,2053,0,1589653,54 anos
368,2003,0,1448520,28 anos
2425,2021,0,317640,77 anos
4699,2042,0,7237960,30 a 34 anos
10074,2029,1,811914,69 anos
3730,2033,0,6603964,55 a 59 anos
4625,2041,0,1438855,60 anos
8095,2011,1,109850,84 anos
10943,2037,1,1581966,53 anos
1416,2012,0,422729,69 anos
13371,2059,1,1456321,41 anos
9810,2027,1,1659669,34 anos
12487,2051,1,7427925,45 a 49 anos
31,2000,0,6920393,25 a 29 anos
1972,2017,0,2094581,70 a 74 anos
1785,2016,0,1478749,6 anos
1345,2012,0,8596730,10 a 14 anos
9464,2024,1,1664382,23 anos
3110,2028,0,1396875,0 ano
9803,2027,1,1718490,28 anos
4196,2037,0,806761,73 anos
2198,2019,0,420928,73 anos
4042,2036,0,1687783,37 anos
11772,2045,1,1241216,4 anos
1060,2009,0,4745723,50 a 54 anos
6890,2001,1,1777291,5 anos
2040,2018,0,1701521,34 anos
10887,2037,1,1351671,6 anos
3398,2030,0,1307499,55 anos
4243,2038,0,7462264,20 a 24 anos
466,2004,0,1819345,17 anos
1360,2012,0,1734861,22 anos
1979,2017,0,326222,75 anos
2927,2026,0,1663147,33 anos
2170,2019,0,5965268,50 a 54 anos
7381,2005,1,5057406,45 a 49 anos
2614,2023,0,6207294,50 a 54 anos
12670,2053,1,1239447,12 anos
11724,2044,1,1556032,56 anos
9254,2022,1,1699421,33 anos
10609,2034,1,1560598,52 anos
6945,2001,1,747983,51 anos
4936,2044,0,1540276,42 anos
4161,2037,0,1618159,44 anos
12804,2054,1,1430649,31 anos
2941,2026,0,7580798,45 a 49 anos
9872,2027,1,637836,85 a 89 anos
1555,2014,0,7451690,0 a 4 anos
1266,2011,0,1435273,36 anos
6644,2059,0,941967,78 anos
12653,2052,1,1246463,90 anos ou mais
8236,2013,1,1763101,17 anos
9645,2025,1,283545,80 anos
8140,2012,1,8131551,30 a 34 anos
1427,2012,0,213111,78 anos
1763,2015,0,773094,80 a 84 anos
12852,2054,1,1238716,71 anos
13537,2060,1,459924,86 anos
3858,2034,0,920371,69 anos
3737,2033,0,1179294,60 anos
4270,2038,0,1670506,42 anos
12814,2054,1,7090362,40 a 44 anos
11481,2042,1,1527591,39 anos
12328,2050,1,6124537,5 a 9 anos
9126,2021,1,1613637,19 anos
9845,2027,1,1006705,63 anos
2587,2023,0,1727164,27 anos
1911,2017,0,1775528,19 anos
2234,2020,0,1477238,10 anos
8834,2018,1,1146446,53 anos
12609,2052,1,1610448,54 anos
4519,2040,0,5371091,65 a 69 anos
572,2005,0,1722777,13 anos
4302,2038,0,984507,69 anos
9610,2025,1,1264209,52 anos
3353,2030,0,1478069,18 anos
6824,2000,1,1004573,43 anos
4923,2044,0,1444306,31 anos
2826,2025,0,1668683,41 anos
1744,2015,0,2773210,65 a 69 anos
1861,2016,0,2003224,70 a 74 anos
4407,2039,0,1185720,64 anos
2197,2019,0,458216,72 anos
6747,2060,0,1257160,71 anos
10033,2029,1,8299702,35 a 39 anos
5104,2045,0,216030,89 anos
3348,2030,0,1500273,14 anos
8146,2012,1,7155946,35 a 39 anos
1825,2016,0,6861189,40 a 44 anos
2938,2026,0,1663237,42 anos
11422,2041,1,499456,81 anos
4940,2044,0,1654140,45 anos
8685,2017,1,1749436,21 anos
7620,2007,1,644014,59 anos
978,2008,0,266554,74 anos
7882,2010,1,7594516,0 a 4 anos
2925,2026,0,1697359,31 anos
10019,2029,1,1536956,23 anos
7515,2006,1,459300,64 anos
2117,2019,0,1504300,5 anos
6023,2054,0,1336675,23 anos
4966,2044,0,1193328,67 anos
4260,2038,0,1528957,34 anos
7876,2009,1,-,86 anos
5291,2047,0,1504899,60 anos
8046,2011,1,1258835,44 anos
13497,2060,1,1415449,54 anos
7013,2002,1,1818059,15 anos
3204,2028,0,367904,79 anos
8476,2015,1,1700495,32 anos
8856,2018,1,474578,71 anos
2719,2024,0,7246407,45 a 49 anos
4498,2040,0,1600256,47 anos
12620,2052,1,1448834,63 anos
5821,2052,0,7100999,40 a 44 anos
5264,2047,0,1439633,38 anos
5778,2052,0,1189187,4 anos
2559,2023,0,1510804,4 anos
10947,2037,1,1491279,56 anos
6872,2000,1,-,82 anos
783,2007,0,1605974,4 anos
3394,2030,0,1446764,52 anos
565,2005,0,1793838,7 anos
7070,2002,1,442671,63 anos
7474,2006,1,7023768,30 a 34 anos
1315,2011,0,226208,77 anos
1026,2009,0,1771798,21 anos
1349,2012,0,1764677,13 anos
12672,2053,1,1257229,14 anos
10111,2030,1,1464445,7 anos
7743,2008,1,387521,69 anos
9423,2023,1,256483,80 anos
12845,2054,1,1411844,65 anos
2545,2022,0,163126,84 anos
11435,2042,1,1235167,0 ano
10586,2034,1,1632337,33 anos
8915,2019,1,1699899,28 anos
649,2005,0,194356,77 anos
3080,2027,0,804052,68 anos
7902,2010,1,1734481,16 anos
9502,2024,1,5709488,55 a 59 anos
4566,2041,0,1363737,11 anos
3406,2030,0,1096163,62 anos
2211,2019,0,159681,83 anos
7286,2004,1,592912,58 anos
12228,2049,1,1299359,14 anos
1574,2014,0,1762126,15 anos
827,2007,0,1281926,40 anos
6305,2056,0,1173645,73 anos
10209,2030,1,119544,88 anos
11891,2046,1,1289207,10 anos
5459,2049,0,1310103,15 anos
8823,2018,1,1353511,44 anos
11991,2047,1,1204287,1 ano
12105,2048,1,1217859,4 anos
2141,2019,0,1701461,25 anos
10698,2035,1,1629365,34 anos
5964,2053,0,1391082,66 anos
6801,2000,1,1514824,24 anos
4527,2040,0,934246,71 anos
5944,2053,0,7662799,50 a 54 anos
151,2001,0,1315450,32 anos
8144,2012,1,1595120,33 anos
3940,2035,0,8168292,45 a 49 anos
7908,2010,1,1749243,21 anos
4920,2044,0,1499732,29 anos
5152,2046,0,1442303,37 anos
794,2007,0,1733643,13 anos
10966,2037,1,847137,72 anos
253,2002,0,7263914,25 a 29 anos
9215,2022,1,1482939,0 ano
2114,2019,0,1504762,3 anos
750,2006,0,367522,69 anos
3023,2027,0,1507480,20 anos
2423,2021,0,389500,75 anos
866,2007,0,277255,73 anos
9835,2027,1,5903677,55 a 59 anos
3819,2034,0,1714480,36 anos
5348,2048,0,1322255,15 anos
6022,2054,0,1325215,22 anos
11228,2040,1,1405478,13 anos
5716,2051,0,7427925,45 a 49 anos
7213,2003,1,-,89 anos
6228,2056,0,1195134,9 anos
3645,2032,0,561612,76 anos
2731,2024,0,5709488,55 a 59 anos
6834,2000,1,723250,51 anos
5050,2045,0,8215443,45 a 49 anos
1545,2013,0,127558,83 anos
3238,2029,0,7396587,15 a 19 anos
8852,2018,1,582790,68 anos
9444,2024,1,1518647,6 anos
899,2008,0,1726508,8 anos
890,2008,0,1519775,0 ano
6762,2060,0,644391,83 anos
8375,2014,1,1374995,40 anos
